player,total_runs,bat_avg,bat_sr,total_fours,total_sixes,centuries,fifties,seasons_batted,last_season_bat,total_wickets,bowl_avg,economy,bowl_sr,seasons_bowled,last_season_bowl,best_economy,avg_dots_per_spell,inn_wickets,max_sr_inn,avg_sr_inn,max_6s_inn,max_4s_inn,role,bat_impact,bowl_impact,overall_impact,powerplay_bowler,death_bowler,finisher,anchor,runs_3yr_avg,sr_3yr_avg,wkts_3yr_avg,econ_3yr_avg
Ashton Turner,3.0,1.0,30.0,0.0,0.0,0.0,0.0,1.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,batter,1.868114899768473,0.0,1.868114899768473,False,True,False,False,3.0,30.0,0.0,0.0
Avesh Khan,31.0,7.333333333333333,156.40666666666667,2.0,3.0,0.0,0.0,3.0,2022.0,47.0,19.31,8.845,13.938333333333333,6.0,2022.0,3.75,10.538461538461538,23.0,350.0,325.0,2.0,0.0,bowler,10.63784360305186,34.73644866062899,34.73644866062899,False,True,False,False,10.333333333333334,156.40666666666667,14.0,8.863333333333333
Axar Patel,1135.0,19.689999999999998,124.79777777777778,67.0,54.0,0.0,0.0,9.0,2022.0,101.0,36.35888888888889,7.356666666666666,29.343333333333337,9.0,2022.0,2.5,9.090909090909092,53.0,500.0,225.62133333333335,3.0,5.0,allrounder,19.06140245468992,45.48389793266843,32.27265019367917,False,True,False,False,113.0,125.41666666666667,10.0,6.839999999999999
Ayush Badoni,161.0,20.13,123.84,11.0,7.0,0.0,1.0,1.0,2022.0,2.0,5.5,5.5,6.0,1.0,2022.0,0.0,0.0,0.0,333.33,173.119,3.0,4.0,allrounder,14.363134242133805,0.38251366120218583,7.372823951667995,False,True,False,False,161.0,123.84,2.0,5.5
Azhar Bilakhia,69.0,9.375,66.35499999999999,5.0,0.0,0.0,0.0,2.0,2010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,batter,6.923095754170012,0.0,6.923095754170012,False,True,False,False,34.5,66.35499999999999,0.0,0.0
Azhar Mahmood,388.0,16.283333333333335,114.65333333333332,39.0,13.0,0.0,2.0,3.0,2015.0,29.0,15.166666666666666,9.63,11.936666666666667,3.0,2015.0,4.75,10.333333333333334,8.0,425.0,232.05375,4.0,8.0,allrounder,13.741324842182483,30.788289579273187,22.264807210727835,False,False,False,False,129.33333333333334,114.65333333333332,9.666666666666666,9.63
B Indrajith,21.0,7.0,70.0,2.0,0.0,0.0,0.0,1.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.75,93.75,0.0,2.0,batter,6.07680429837931,0.0,6.07680429837931,False,True,False,False,21.0,70.0,0.0,0.0
Balachandra Akhil,76.0,12.276666666666666,135.38333333333333,5.0,5.0,0.0,0.0,3.0,2011.0,6.0,21.75,8.0,17.125,4.0,2011.0,4.5,7.0,4.0,475.0,353.57,3.0,2.0,bowler,11.576280243832281,20.963974550040124,20.963974550040124,False,True,False,False,25.333333333333332,135.38333333333333,1.3333333333333333,8.09
Barinder Sran,10.0,1.0,80.95,0.0,0.0,0.0,0.0,3.0,2019.0,18.0,17.35,11.53,10.842,5.0,2019.0,5.14,12.0,2.0,0.0,0.0,0.0,0.0,bowler,4.442033981894077,30.645070503267224,30.645070503267224,False,False,False,False,3.3333333333333335,80.95,1.3333333333333333,12.549999999999999
Basil Thampi,32.0,1.0,83.33333333333333,1.0,1.0,0.0,0.0,3.0,2019.0,22.0,27.548000000000002,10.172,15.951999999999998,5.0,2022.0,6.0,8.75,7.0,0.0,0.0,0.0,0.0,bowler,4.67224325400872,30.184485937559703,30.184485937559703,False,False,False,False,10.666666666666666,83.33333333333333,2.0,10.053333333333333
Ben Cutting,238.0,19.8,158.408,15.0,19.0,0.0,0.0,5.0,2019.0,10.0,56.2,9.6,35.28,5.0,2019.0,4.66,6.5,2.0,460.0,272.195,4.0,4.0,allrounder,16.41535191023166,21.13232355076617,18.773837730498915,False,False,True,False,55.0,155.84666666666666,1.3333333333333333,11.030000000000001
Ben Dunk,40.0,13.33,114.28,7.0,0.0,0.0,0.0,1.0,2014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.64,117.64,0.0,4.0,batter,10.621009355459636,0.0,10.621009355459636,False,True,False,False,40.0,114.28,0.0,0.0
Ben Hilfenhaus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,23.695,7.8149999999999995,17.785,2.0,2014.0,2.0,12.333333333333334,4.0,0.0,0.0,0.0,0.0,bowler,0.0,24.92151973709351,24.92151973709351,False,True,False,False,0.0,0.0,11.0,7.8149999999999995
Ben Laughlin,5.0,2.5,34.72,0.0,0.0,0.0,0.0,2.0,2018.0,10.0,47.22,10.09,28.0,2.0,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bowler,2.6468518629477518,1.912568306010929,1.912568306010929,False,False,False,False,2.5,34.72,5.0,10.09
Ben Rohrer,193.0,32.16,137.85,21.0,5.0,0.0,1.0,1.0,2013.0,0.0,0.0,12.0,0.0,1.0,2013.0,0.0,0.0,0.0,360.0,236.584,3.0,9.0,allrounder,19.420597785114417,0.0,9.710298892557208,False,False,False,False,193.0,137.85,0.0,12.0
Ben Stokes,920.0,21.828,106.29,79.0,32.0,2.0,2.0,5.0,2021.0,28.0,34.54,9.768,22.316,5.0,2021.0,3.33,10.333333333333334,9.0,375.0,216.83526315789473,6.0,14.0,allrounder,22.84151642902575,27.490564217203566,25.166040323114657,False,False,False,False,136.0,88.91333333333334,2.6666666666666665,11.160000000000002
Beuran Hendricks,1.0,0.0,25.0,0.0,0.0,0.0,0.0,2.0,2015.0,9.0,26.65,9.440000000000001,16.8,2.0,2015.0,4.5,4.0,1.0,0.0,0.0,0.0,0.0,bowler,1.253774154589372,17.276381405479768,17.276381405479768,False,False,False,False,0.5,25.0,4.5,9.440000000000001
Bhanuka Rajapaksa,206.0,22.89,159.68,16.0,13.0,0.0,0.0,1.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.44,178.19615384615386,4.0,5.0,batter,17.292600363722098,0.0,17.292600363722098,False,True,False,False,206.0,159.68,0.0,0.0
Bharat Chipli,280.0,15.215,96.9425,28.0,7.0,0.0,1.0,4.0,2013.0,0.0,0.0,20.0,0.0,1.0,2011.0,0.0,0.0,0.0,350.0,229.76,3.0,6.0,allrounder,11.713748815327317,0.0,5.856874407663659,False,False,False,False,86.66666666666667,105.44999999999999,0.0,20.0
Bhargav Bhatt,6.0,0.0,300.0,0.0,1.0,0.0,0.0,1.0,2012.0,12.0,41.81333333333333,7.62,32.68333333333333,3.0,2013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bowler,15.050656132018025,2.2950819672131146,2.2950819672131146,False,True,False,False,6.0,300.0,4.0,7.62
Bhuvneshwar Kumar,240.0,9.31,88.86454545454545,23.0,3.0,0.0,0.0,11.0,2022.0,154.0,29.775833333333335,7.211666666666667,24.534166666666664,12.0,2022.0,3.0,11.509803921568627,72.0,166.66,113.75,0.0,1.0,allrounder,8.754795566785248,63.03661101033329,35.89570328855927,False,True,False,False,19.333333333333332,68.54333333333334,7.0,7.43
Billy Stanlake,5.0,0.0,250.0,1.0,0.0,0.0,0.0,1.0,2018.0,7.0,30.5,8.434999999999999,21.6,2.0,2018.0,5.25,15.0,2.0,0.0,0.0,0.0,0.0,bowler,12.51887077294686,32.54509152050136,32.54509152050136,False,True,False,False,5.0,250.0,3.5,8.434999999999999
Biplap Samantray,123.0,24.6,110.81,13.0,2.0,0.0,1.0,1.0,2013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.56,119.56,1.0,6.0,batter,15.023022534250304,0.0,15.023022534250304,False,True,False,False,123.0,110.81,0.0,0.0
Bipul Sharma,187.0,17.416666666666668,132.11499999999998,11.0,9.0,0.0,0.0,6.0,2017.0,17.0,24.545714285714286,7.874285714285714,19.52285714285714,7.0,2017.0,4.5,6.25,2.0,260.0,233.31,3.0,3.0,allrounder,13.777752675554908,21.789390595743054,17.783571635648983,False,True,False,False,27.666666666666668,127.71999999999998,3.0,7.890000000000001
Bodapati Sumanth,35.0,35.0,94.59,3.0,0.0,0.0,0.0,1.0,2010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,batter,17.34933067064051,0.0,17.34933067064051,False,True,False,False,35.0,94.59,0.0,0.0
Brad Haddin,18.0,18.0,163.63,2.0,1.0,0.0,0.0,1.0,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,batter,14.699709835096911,0.0,14.699709835096911,False,True,False,False,18.0,163.63,0.0,0.0
Brad Hodge,1400.0,30.150000000000002,119.10714285714286,122.0,43.0,0.0,6.0,7.0,2014.0,17.0,15.1,7.35,10.712,5.0,2013.0,3.25,16.0,4.0,425.0,216.94263157894736,5.0,10.0,allrounder,24.31205841721687,31.43318430203676,27.872621359626816,False,True,False,False,213.0,138.22333333333333,2.6666666666666665,6.833333333333333
Brad Hogg,22.0,7.25,105.205,1.0,0.0,0.0,0.0,2.0,2015.0,23.0,19.2,8.01,14.9,4.0,2016.0,4.25,10.666666666666666,9.0,0.0,0.0,0.0,0.0,bowler,7.93002656196877,29.074023653941687,29.074023653941687,False,True,False,False,11.0,105.205,4.333333333333333,8.34
Brendon McCullum,2880.0,28.128181818181815,131.6909090909091,293.0,130.0,2.0,13.0,11.0,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533.33,214.06166666666667,13.0,11.0,batter,38.538897173147255,0.0,38.538897173147255,False,True,False,False,266.6666666666667,142.14,0.0,0.0
Brett Geeves,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,91.0,11.37,48.0,1.0,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bowler,0.0,0.19125683060109291,0.19125683060109291,False,False,False,False,0.0,0.0,1.0,11.37
Brett Lee,124.0,14.276666666666666,129.31333333333333,8.0,8.0,0.0,0.0,6.0,2013.0,25.0,30.334999999999997,7.548333333333333,25.495,6.0,2013.0,2.0,14.375,7.0,360.0,288.4825,2.0,2.0,allrounder,12.251558149568227,28.558737198593754,20.40514767408099,False,True,False,False,22.666666666666668,146.85,5.333333333333333,7.489999999999999
Callum Ferguson,98.0,18.25,84.12,9.0,0.0,0.0,0.0,2.0,2012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,batter,11.087329106764965,0.0,11.087329106764965,False,True,False,False,49.0,84.12,0.0,0.0
Cameron White,954.0,25.446,122.34400000000001,76.0,36.0,0.0,6.0,5.0,2013.0,1.0,4.0,15.0,3.0,4.0,2013.0,0.0,0.0,0.0,480.0,220.96363636363637,5.0,9.0,allrounder,20.9161982771816,0.19125683060109291,10.553727553891347,False,False,False,False,264.0,118.17,0.3333333333333333,12.0
Carlos Brathwaite,181.0,12.5825,141.1675,10.0,16.0,0.0,0.0,4.0,2019.0,13.0,28.055,9.51,17.0125,4.0,2019.0,4.5,6.0,1.0,325.0,260.4657142857143,4.0,3.0,allrounder,12.679017078359502,20.54140872788414,16.61021290312182,False,False,True,False,32.666666666666664,115.41666666666667,2.0,10.020000000000001
Chamara Kapugedera,16.0,5.33,69.56,0.0,0.0,0.0,0.0,1.0,2008.0,0.0,0.0,17.29,0.0,1.0,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bowler,5.440090157311854,0.0,0.0,False,False,False,False,16.0,69.56,0.0,17.29
Chaminda Vaas,81.0,14.833333333333334,115.91333333333334,2.0,3.0,0.0,0.0,3.0,2010.0,18.0,20.73,7.8999999999999995,15.686666666666667,3.0,2010.0,3.0,11.8,9.0,0.0,0.0,0.0,0.0,bowler,11.47782793585647,26.649790782987505,26.649790782987505,False,True,False,False,27.0,115.91333333333334,6.0,7.8999999999999995
Chandan Madan,15.0,15.0,78.94,3.0,0.0,0.0,0.0,1.0,2010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,batter,9.355498858845934,0.0,9.355498858845934,False,True,False,False,15.0,78.94,0.0,0.0
Chandrasekar Ganapathy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,2010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bowler,0.0,0.0,0.0,False,False,False,False,0.0,0.0,0.0,13.0
Charl Langeveldt,8.0,8.0,100.0,0.0,1.0,0.0,0.0,1.0,2011.0,13.0,13.133333333333335,6.46,11.466666666666667,3.0,2011.0,3.33,12.5,5.0,0.0,0.0,0.0,0.0,bowler,7.912543929199623,26.64822690970232,26.64822690970232,True,True,False,False,8.0,100.0,4.333333333333333,6.46
Chetan Sakariya,16.0,3.2,64.0,2.0,0.0,0.0,0.0,1.0,2021.0,17.0,29.21,7.91,22.14,2.0,2022.0,5.75,8.333333333333334,3.0,0.0,0.0,0.0,0.0,bowler,4.402122268631094,27.448627192479655,27.448627192479655,False,True,False,False,16.0,64.0,8.5,7.91
Chetanya Nanda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2009.0,2.0,28.5,7.12,24.0,1.0,2009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bowler,0.0,0.38251366120218583,0.38251366120218583,False,True,False,False,0.0,0.0,2.0,7.12
Cheteshwar Pujara,390.0,19.098000000000003,97.348,50.0,4.0,0.0,1.0,5.0,2014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.0,175.2125,2.0,8.0,batter,13.450572235702243,0.0,13.450572235702243,False,True,False,False,78.0,90.33,0.0,0.0
Chidhambaram Gautam,169.0,14.426666666666668,106.13666666666666,17.0,6.0,0.0,0.0,3.0,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.14,107.14,3.0,2.0,batter,11.260058229193103,0.0,11.260058229193103,False,True,False,False,56.333333333333336,106.13666666666666,0.0,0.0
Chris Gayle,4965.0,38.496923076923075,143.73076923076923,405.0,357.0,6.0,31.0,13.0,2021.0,18.0,32.16625,8.48125,25.25,8.0,2020.0,1.5,7.222222222222222,7.0,600.0,259.96846560846564,17.0,13.0,allrounder,70.40136770164483,17.12512100831773,43.76324435498128,False,True,True,False,323.6666666666667,138.68666666666667,0.6666666666666666,6.6000000000000005
Chris Green,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.47,0.0,1.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bowler,0.0,0.0,0.0,False,True,False,False,0.0,0.0,0.0,8.47
Chris Jordan,75.0,7.9319999999999995,91.684,3.0,3.0,0.0,0.0,5.0,2022.0,27.0,26.286666666666665,9.020000000000001,16.461666666666666,6.0,2022.0,3.66,10.2,12.0,166.66,166.66,3.0,1.0,bowler,7.7813728100031065,28.4055428178379,28.4055428178379,False,False,False,False,24.0,127.80666666666667,5.0,9.386666666666667
Chris Lynn,1329.0,31.72,127.07285714285715,132.0,66.0,0.0,10.0,7.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475.0,213.08975,8.0,8.0,batter,26.38754172399971,0.0,26.38754172399971,False,True,False,False,315.0,136.62666666666667,0.0,0.0
Chris Morris,618.0,26.75375,144.68125,41.0,35.0,0.0,2.0,8.0,2021.0,95.0,26.21,8.18,19.009999999999998,8.0,2021.0,4.0,11.666666666666666,28.0,475.0,327.01750000000004,8.0,5.0,allrounder,20.462788198109546,46.75622874393366,33.609508471021606,False,True,True,False,44.333333333333336,128.37,13.0,8.356666666666667
Chris Woakes,78.0,6.666666666666667,107.90000000000002,7.0,2.0,0.0,0.0,3.0,2021.0,30.0,20.95,8.86,14.156666666666666,3.0,2021.0,3.0,11.6,12.0,0.0,0.0,0.0,0.0,bowler,8.12402270693698,29.206236386564257,29.206236386564257,False,True,False,False,26.0,107.90000000000002,10.0,8.86
Clint McKay,8.0,8.0,53.33,0.0,0.0,0.0,0.0,1.0,2012.0,1.0,60.0,8.57,42.0,1.0,2012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bowler,5.55103272471783,0.19125683060109291,0.19125683060109291,False,True,False,False,8.0,53.33,1.0,8.57
Colin Ingram,205.0,14.45,100.12,22.0,5.0,0.0,0.0,2.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.11,178.99,1.0,7.0,batter,11.075408413435376,0.0,11.075408413435376,False,True,False,False,102.5,100.12,0.0,0.0
Colin Munro,177.0,14.533333333333333,124.55,19.0,8.0,0.0,0.0,3.0,2019.0,0.0,0.0,7.5,0.0,1.0,2016.0,0.0,0.0,0.0,280.0,190.41333333333333,3.0,4.0,allrounder,12.304998401378368,0.0,6.152499200689184,False,True,False,False,59.0,124.55,0.0,7.5
Colin de Grandhomme,303.0,19.093333333333334,128.92333333333332,18.0,18.0,0.0,0.0,3.0,2019.0,6.0,32.75,9.343333333333334,23.0,3.0,2019.0,4.0,8.5,2.0,420.0,252.66833333333332,4.0,4.0,allrounder,14.906294099285459,21.344219305284877,18.125256702285167,False,False,False,False,101.0,128.92333333333332,2.0,9.343333333333334
Corey Anderson,538.0,23.345,114.1575,40.0,31.0,0.0,3.0,4.0,2018.0,11.0,44.832499999999996,10.4,26.4975,4.0,2018.0,6.0,5.0,0.0,380.0,228.68444444444444,6.0,9.0,allrounder,17.49159248200159,22.199978982765867,19.845785732383728,False,False,False,False,91.0,103.41000000000001,2.3333333333333335,10.459999999999999
D'Arcy Short,115.0,16.42,116.16,11.0,5.0,0.0,0.0,1.0,2018.0,1.0,19.0,6.33,18.0,1.0,2018.0,4.5,7.0,0.0,450.0,242.7733333333333,4.0,5.0,allrounder,12.240615599312601,19.325872215216478,15.78324390726454,False,True,False,False,115.0,116.16,1.0,6.33
Dale Steyn,167.0,7.287999999999999,79.546,14.0,3.0,0.0,0.0,10.0,2020.0,97.0,35.158181818181816,7.624545454545455,25.49181818181818,11.0,2020.0,2.0,13.272727272727273,45.0,266.66,266.66,1.0,2.0,allrounder,7.291920703441099,47.42866082005426,27.36029076174768,False,True,False,False,7.333333333333333,84.61333333333333,1.6666666666666667,9.506666666666666
Damien Martyn,19.0,19.0,79.16,1.0,0.0,0.0,0.0,1.0,2010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,batter,10.808765221204848,0.0,10.808765221204848,False,True,False,False,19.0,79.16,0.0,0.0
Dan Christian,460.0,13.4,96.78333333333332,23.0,19.0,0.0,0.0,6.0,2021.0,38.0,25.336666666666662,8.453333333333333,18.285,6.0,2021.0,4.0,8.777777777777779,9.0,350.0,248.58285714285714,2.0,2.0,allrounder,11.88850930533662,29.00484192492389,20.446675615130257,False,True,False,False,39.666666666666664,99.44333333333333,6.333333333333333,8.426666666666668
Daniel Harris,111.0,27.75,109.9,11.0,5.0,0.0,0.0,1.0,2012.0,0.0,0.0,8.66,0.0,1.0,2012.0,0.0,0.0,0.0,320.0,217.315,4.0,2.0,allrounder,15.954977280839156,0.0,7.977488640419578,False,True,False,False,111.0,109.9,0.0,8.66
Daniel Sams,44.0,3.81,68.51666666666667,1.0,3.0,0.0,0.0,3.0,2022.0,14.0,22.486666666666668,8.266666666666667,18.459999999999997,3.0,2022.0,4.0,10.444444444444445,12.0,600.0,313.255,1.0,1.0,bowler,5.035308929872437,27.009374960194634,27.009374960194634,False,True,False,False,14.666666666666666,68.51666666666667,4.666666666666667,8.266666666666667
Daniel Vettori,87.0,21.25,107.86333333333334,8.0,2.0,0.0,0.0,3.0,2012.0,21.0,37.1525,6.952500000000001,31.7075,4.0,2012.0,3.5,9.875,9.0,0.0,0.0,0.0,0.0,bowler,13.359379789913199,25.97115742863694,25.97115742863694,True,True,False,False,29.0,107.86333333333334,6.333333333333333,7.0200000000000005
Darren Bravo,6.0,0.0,120.0,1.0,0.0,0.0,0.0,1.0,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,batter,6.0226449275362315,0.0,6.0226449275362315,False,True,False,False,6.0,120.0,0.0,0.0
Darren Lehmann,18.0,9.0,100.0,3.0,0.0,0.0,0.0,1.0,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,batter,8.279066706611907,0.0,8.279066706611907,False,True,False,False,18.0,100.0,0.0,0.0
Darren Sammy,295.0,16.973333333333333,107.57000000000001,15.0,18.0,0.0,1.0,3.0,2015.0,11.0,24.44333333333333,9.020000000000001,14.916666666666666,3.0,2015.0,3.33,10.0,2.0,425.0,229.78666666666666,3.0,8.0,allrounder,13.237219416768244,22.629349612136497,17.93328451445237,False,False,False,False,98.33333333333333,107.57000000000001,3.6666666666666665,9.020000000000001
Darshan Nalkande,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,29.5,11.41,15.5,1.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bowler,0.0,0.38251366120218583,0.38251366120218583,False,False,False,False,0.0,0.0,2.0,11.41
Daryl Mitchell,33.0,16.5,75.0,1.0,0.0,0.0,0.0,1.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,85.0,0.0,1.0,batter,9.761622295455163,0.0,9.761622295455163,False,True,False,False,33.0,75.0,0.0,0.0
David Hussey,1322.0,28.88,123.68714285714285,90.0,60.0,0.0,5.0,7.0,2014.0,8.0,20.428571428571427,9.691428571428572,11.928571428571429,7.0,2014.0,3.5,5.5,0.0,400.0,208.1528125,5.0,5.0,allrounder,24.084553256530697,16.48197772173182,20.28326548913126,False,False,False,False,249.0,121.89,1.6666666666666667,9.56
David Miller,2455.0,37.031,130.318,169.0,113.0,1.0,12.0,10.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520.0,211.0553947368421,9.0,8.0,batter,36.88131854310223,0.0,36.88131854310223,False,True,False,True,272.6666666666667,127.44,0.0,0.0
David Warner,5718.0,42.666666666666664,140.28166666666667,561.0,211.0,4.0,54.0,12.0,2022.0,0.0,0.0,12.0,0.0,1.0,2020.0,0.0,0.0,0.0,425.0,206.15221556886226,8.0,12.0,allrounder,69.7282073570358,0.0,34.8641036785179,False,False,True,False,391.6666666666667,130.96333333333334,0.0,12.0
David Wiese,127.0,15.25,133.43,12.0,4.0,0.0,0.0,2.0,2016.0,16.0,11.03,10.29,7.935,2.0,2016.0,5.4,8.0,2.0,188.0,188.0,2.0,6.0,allrounder,12.703947099782855,25.862556842065036,19.283251970923946,False,False,False,False,63.5,133.43,8.0,10.29
David Willey,18.0,9.0,60.0,3.0,0.0,0.0,0.0,1.0,2022.0,3.0,59.75,8.02,48.0,2.0,2022.0,6.0,10.0,2.0,64.28,64.28,0.0,3.0,bowler,6.279066706611907,27.260833428866214,27.260833428866214,False,True,False,False,18.0,60.0,1.5,8.02
Davy Jacobs,92.0,15.33,104.54,10.0,4.0,0.0,0.0,1.0,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,192.5,2.0,5.0,batter,11.155895084034864,0.0,11.155895084034864,False,True,False,False,92.0,104.54,0.0,0.0
Dawid Malan,26.0,26.0,100.0,1.0,1.0,0.0,0.0,1.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,batter,14.40274255981474,0.0,14.40274255981474,False,True,False,False,26.0,100.0,0.0,0.0
Debabrata Das,304.0,24.72,115.46666666666665,23.0,16.0,0.0,0.0,3.0,2013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,141.0533333333333,2.0,5.0,batter,16.188764618139917,0.0,16.188764618139917,False,True,False,False,101.33333333333333,115.46666666666665,0.0,0.0
Deepak Chahar,79.0,8.232,128.368,2.0,6.0,0.0,0.0,5.0,2021.0,59.0,31.485,8.246666666666668,21.938333333333333,6.0,2021.0,3.25,13.538461538461538,22.0,380.0,269.4433333333333,3.0,1.0,bowler,9.821740772606079,39.45722992854141,39.45722992854141,False,True,False,False,5.0,78.7,16.0,7.81
Deepak Hooda,1236.0,29.33375,130.73875,77.0,56.0,0.0,7.0,8.0,2022.0,10.0,39.29125,9.151250000000001,26.625,8.0,2022.0,5.0,7.6,1.0,466.66,199.96266666666665,6.0,6.0,allrounder,24.532776439265923,23.121484389927012,23.827130414596468,False,False,False,False,237.33333333333334,136.33,1.0,9.416666666666666
Devdutt Padikkal,1260.0,28.42,124.32333333333334,135.0,36.0,1.0,7.0,3.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,168.89146341463416,6.0,12.0,batter,25.91634213804634,0.0,25.91634213804634,False,True,False,False,420.0,124.32333333333334,0.0,0.0
Devon Conway,252.0,42.0,145.66,22.0,12.0,0.0,3.0,1.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.55,152.62545454545455,5.0,8.0,batter,24.111059277873792,0.0,24.111059277873792,False,True,False,False,252.0,145.66,0.0,0.0
Devraj Patil,13.0,6.5,100.0,1.0,0.0,0.0,0.0,1.0,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,batter,7.3682148436641555,0.0,7.3682148436641555,False,True,False,False,13.0,100.0,0.0,0.0
Dewald Brevis,161.0,23.0,142.47,14.0,11.0,0.0,0.0,1.0,2022.0,1.0,8.0,16.0,3.0,1.0,2022.0,0.0,0.0,0.0,238.46,163.46,5.0,6.0,allrounder,16.245488166196814,0.19125683060109291,8.218372498398955,False,False,False,False,161.0,142.47,1.0,16.0
Dhawal Kulkarni,98.0,2.5,104.75,6.0,2.0,0.0,0.0,10.0,2020.0,86.0,28.63,8.607857142857144,19.94142857142857,14.0,2021.0,3.0,12.117647058823529,28.0,375.0,261.18,2.0,0.0,bowler,6.555370648722932,43.290950451027605,43.290950451027605,False,True,False,False,4.666666666666667,134.12333333333333,2.0,9.633333333333333
Dhruv Shorey,13.0,6.5,75.69,0.0,1.0,0.0,0.0,2.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,batter,6.180726048145948,0.0,6.180726048145948,False,True,False,False,6.5,75.69,0.0,0.0
Dilhara Fernando,4.0,0.0,150.0,0.0,0.0,0.0,0.0,2.0,2010.0,17.0,17.855,7.63,14.14,2.0,2010.0,4.5,14.0,6.0,0.0,0.0,0.0,0.0,bowler,7.515096618357488,32.15870877756124,32.15870877756124,False,True,False,False,2.0,150.0,8.5,7.63
Dillon du Preez,10.0,10.0,76.92,0.0,0.0,0.0,0.0,1.0,2009.0,4.0,14.0,8.0,10.5,1.0,2009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bowler,7.451665905897288,0.7650273224043717,0.7650273224043717,False,True,False,False,10.0,76.92,4.0,8.0
Dimitri Mascarenhas,79.0,7.081999999999999,104.0,5.0,1.0,0.0,0.0,5.0,2013.0,19.0,13.55,7.0,11.408,5.0,2013.0,5.0,15.0,3.0,0.0,0.0,0.0,0.0,bowler,8.052973448796706,34.43370495624594,34.43370495624594,False,True,False,False,10.333333333333334,102.5,3.6666666666666665,6.976666666666667
