player,total_runs,bat_avg,bat_sr,total_fours,total_sixes,centuries,fifties,seasons_batted,last_season_bat,total_wickets,bowl_avg,economy,bowl_sr,seasons_bowled,last_season_bowl,best_economy,avg_dots_per_spell,inn_wickets,max_sr_inn,avg_sr_inn,max_6s_inn,max_4s_inn,role,bat_impact,bowl_impact,overall_impact,powerplay_bowler,death_bowler,finisher,anchor,runs_3yr_avg,sr_3yr_avg,wkts_3yr_avg,econ_3yr_avg
Anureet Singh,36.0,7.0,86.02,2.0,1.0,0.0,0.0,3.0,2018.0,18.0,19.3,9.812000000000001,11.931999999999999,5.0,2018.0,5.0,8.0,3.0,0.0,0.0,0.0,0.0,bowler,6.962427821701682,25.492448125644845,25.492448125644845,False,False,False,False,12.0,86.02,0.3333333333333333,10.22
Anustup Majumdar,87.0,21.75,114.47,7.0,2.0,0.0,0.0,1.0,2012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.66,208.33,2.0,1.0,batter,13.868109341246708,0.0,13.868109341246708,False,True,False,False,87.0,114.47,0.0,0.0
Arindam Ghosh,7.0,3.5,87.5,1.0,0.0,0.0,0.0,1.0,2009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,batter,5.6501926081268525,0.0,5.6501926081268525,False,True,False,False,7.0,87.5,0.0,0.0
Arjun Yadav,49.0,9.8,125.64,5.0,2.0,0.0,0.0,1.0,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,batter,10.019521856646309,0.0,10.019521856646309,False,True,False,False,49.0,125.64,0.0,0.0
Arshdeep Singh,23.0,2.3333333333333335,46.35666666666666,3.0,0.0,0.0,0.0,3.0,2022.0,40.0,29.5125,8.91,20.08,4.0,2022.0,3.5,9.066666666666666,15.0,200.0,126.47,0.0,2.0,bowler,3.2371545728897213,29.617347816118308,29.617347816118308,False,True,False,False,7.666666666666667,46.35666666666666,12.333333333333334,8.246666666666668
Arun Karthik,51.0,5.72,85.13,4.0,1.0,0.0,0.0,3.0,2013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,batter,6.517845822461805,0.0,6.517845822461805,False,True,False,False,17.0,85.13,0.0,0.0
Asad Pathan,39.0,7.125,145.98,5.0,2.0,0.0,0.0,2.0,2012.0,0.0,0.0,11.45,0.0,2.0,2012.0,0.0,0.0,0.0,350.0,350.0,1.0,2.0,bowler,10.044360544451635,0.0,0.0,False,False,False,False,19.5,145.98,0.0,11.45
Ashish Nehra,39.0,5.4,68.80199999999999,3.0,1.0,0.0,0.0,5.0,2016.0,87.0,24.3925,8.175,17.94625,8.0,2017.0,2.5,12.0,27.0,0.0,0.0,0.0,0.0,bowler,5.5419823878692265,42.01084775879858,42.01084775879858,False,True,False,False,4.333333333333333,68.64666666666666,13.0,8.063333333333334
Ashish Reddy,280.0,19.3525,145.4675,16.0,15.0,0.0,0.0,4.0,2016.0,17.0,24.8725,9.370000000000001,15.7075,4.0,2016.0,5.07,8.0,1.0,433.33,275.552,3.0,2.0,allrounder,15.65513196994795,25.121820665673127,20.38847631781054,False,False,False,False,81.66666666666667,153.73,2.3333333333333335,9.666666666666666
Ashley Noffke,9.0,9.0,90.0,1.0,0.0,0.0,0.0,1.0,2008.0,1.0,40.0,10.0,24.0,1.0,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bowler,7.745099315307559,0.19125683060109291,0.19125683060109291,False,False,False,False,9.0,90.0,1.0,10.0
Ashok Dinda,24.0,3.7,66.36,2.0,0.0,0.0,0.0,5.0,2017.0,68.0,36.961,8.741,24.854,10.0,2017.0,3.0,10.764705882352942,23.0,0.0,0.0,0.0,0.0,bowler,4.7287117233462475,37.304878302346964,37.304878302346964,False,True,False,False,6.666666666666667,71.71333333333332,4.0,10.623333333333333
Ashok Menaria,400.0,20.0,113.66499999999999,24.0,18.0,0.0,0.0,2.0,2012.0,3.0,41.75,7.48,32.5,2.0,2012.0,5.0,8.5,2.0,433.33,209.43,3.0,1.0,allrounder,14.832962236428196,23.078141121173907,18.95555167880105,False,True,False,False,200.0,113.66499999999999,1.5,7.48
