POS,player,matches,innings,overs,runs_conceded,wickets,best_bowling,bowl_avg,economy,bowl_sr,four_wickets,five_wickets,season,source
60,Dhawal Kulkarni,6,6,18.5,173.0,3.0,1/24,57.66,9.18,37.66,0,0,2017,most_wickets
61,Adam Milne,4,4,14.0,134.0,3.0,2/27,44.66,9.57,28.0,0,0,2017,most_wickets
62,Tim Southee,3,3,10.0,96.0,3.0,2/39,32.0,9.6,20.0,0,0,2017,most_wickets
63,Corey Anderson,11,8,18.5,186.0,3.0,1/23,62.0,9.87,37.66,0,0,2017,most_wickets
64,Harshal Patel,1,1,4.0,43.0,3.0,3/43,14.33,10.75,8.0,0,0,2017,most_wickets
65,Mohammad Nabi,3,3,11.0,58.0,2.0,1/13,29.0,5.27,33.0,0,0,2017,most_wickets
66,Rajat Bhatia,3,3,7.0,55.0,2.0,2/14,27.5,7.85,21.0,0,0,2017,most_wickets
67,Ankit Soni,7,6,18.1,144.0,2.0,1/16,72.0,7.92,54.5,0,0,2017,most_wickets
68,Rahul Chahar,3,2,7.0,58.0,2.0,1/26,29.0,8.28,21.0,0,0,2017,most_wickets
69,Billy Stanlake,2,2,8.0,70.0,2.0,2/29,35.0,8.75,24.0,0,0,2017,most_wickets
70,T Natarajan,6,6,12.4,115.0,2.0,1/26,57.5,9.07,38.0,0,0,2017,most_wickets
71,Travis Head,7,5,8.0,81.0,2.0,2/30,40.5,10.12,24.0,0,0,2017,most_wickets
72,Vinay Kumar,1,1,3.0,31.0,2.0,2/31,15.5,10.33,9.0,0,0,2017,most_wickets
73,Marcus Stoinis,5,5,10.3,110.0,2.0,1/28,55.0,10.47,31.5,0,0,2017,most_wickets
74,Deepak Hooda,10,3,4.0,42.0,2.0,1/7,21.0,10.5,12.0,0,0,2017,most_wickets
75,Iqbal Abdulla,2,2,5.0,55.0,2.0,2/36,27.5,11.0,15.0,0,0,2017,most_wickets
76,Dwayne Smith,12,9,13.0,148.0,2.0,1/10,74.0,11.38,39.0,0,0,2017,most_wickets
77,Nathu Singh,2,2,4.0,15.0,1.0,1/7,15.0,3.75,24.0,0,0,2017,most_wickets
78,Avesh Khan,1,1,4.0,23.0,1.0,1/23,23.0,5.75,24.0,0,0,2017,most_wickets
79,Munaf Patel,2,2,7.0,57.0,1.0,1/35,57.0,8.14,42.0,0,0,2017,most_wickets
80,Suresh Raina,14,6,12.0,102.0,1.0,1/11,102.0,8.5,72.0,0,0,2017,most_wickets
81,Swapnil Singh,4,4,7.0,61.0,1.0,1/14,61.0,8.71,42.0,0,0,2017,most_wickets
82,Chris Jordan,1,1,1.0,9.0,1.0,1/9,9.0,9.0,6.0,0,0,2017,most_wickets
83,Ben Cutting,4,4,12.4,123.0,1.0,1/41,123.0,9.71,76.0,0,0,2017,most_wickets
84,Yusuf Pathan,15,4,4.0,41.0,1.0,1/2,41.0,10.25,24.0,0,0,2017,most_wickets
85,Moises Henriques,12,12,24.0,248.0,1.0,1/6,248.0,10.33,144.0,0,0,2017,most_wickets
86,Shubham Agarwal,1,1,4.0,42.0,1.0,1/42,42.0,10.5,24.0,0,0,2017,most_wickets
87,Deepak Chahar,3,3,7.0,74.0,1.0,1/35,74.0,10.57,42.0,0,0,2017,most_wickets
88,Yuvraj Singh,12,2,2.0,22.0,1.0,1/6,22.0,11.0,12.0,0,0,2017,most_wickets
89,Carlos Brathwaite,2,2,6.0,67.0,1.0,1/38,67.0,11.16,36.0,0,0,2017,most_wickets
90,Ashok Dinda,3,3,10.0,119.0,1.0,1/26,119.0,11.9,60.0,0,0,2017,most_wickets
91,Matt Henry,2,2,5.0,71.0,1.0,1/31,71.0,14.2,30.0,0,0,2017,most_wickets
92,Jayant Yadav,2,2,6.0,42.0,0.0,0/16,0.0,7.0,0.0,0,0,2017,most_wickets
93,Tejas Baroka,1,1,3.3,33.0,0.0,0/33,0.0,9.42,0.0,0,0,2017,most_wickets
94,Ishant Sharma,6,6,18.0,179.0,0.0,0/12,0.0,9.94,0.0,0,0,2017,most_wickets
95,Shakib Al Hasan,1,1,3.0,31.0,0.0,0/31,0.0,10.33,0.0,0,0,2017,most_wickets
96,Shadab Jakati,2,2,5.0,52.0,0.0,0/22,0.0,10.4,0.0,0,0,2017,most_wickets
97,Angelo Mathews,3,2,5.0,56.0,0.0,0/15,0.0,11.2,0.0,0,0,2017,most_wickets
98,Marlon Samuels,5,2,3.0,34.0,0.0,0/12,0.0,11.33,0.0,0,0,2017,most_wickets
99,Rahul Tripathi,14,1,1.0,12.0,0.0,0/12,0.0,12.0,0.0,0,0,2017,most_wickets
100,Mustafizur Rahman,1,1,2.4,34.0,0.0,0/34,0.0,12.75,0.0,0,0,2017,most_wickets
101,Anureet Singh,1,1,2.0,26.0,0.0,0/26,0.0,13.0,0.0,0,0,2017,most_wickets
102,Irfan Pathan,1,1,2.0,26.0,0.0,0/26,0.0,13.0,0.0,0,0,2017,most_wickets
103,Barinder Sran,1,1,2.0,29.0,0.0,0/29,0.0,14.5,0.0,0,0,2017,most_wickets
104,Manpreet Gony,1,1,2.0,32.0,0.0,0/32,0.0,16.0,0.0,0,0,2017,most_wickets
105,Ankit Sharma,1,1,1.0,16.0,0.0,0/16,0.0,16.0,0.0,0,0,2017,most_wickets
106,Kieron Pollard,17,1,1.5,30.0,0.0,0/30,0.0,16.36,0.0,0,0,2017,most_wickets
1,Andrew Tye,14,14,56.0,448.0,24.0,4/16,18.66,8.0,14.0,3,0,2018,most_wickets
2,Rashid Khan,17,17,68.0,458.0,21.0,3/19,21.8,6.73,19.42,0,0,2018,most_wickets
3,Siddarth Kaul,17,17,66.0,547.0,21.0,3/23,26.04,8.28,18.85,0,0,2018,most_wickets
4,Umesh Yadav,14,14,53.1,418.0,20.0,3/23,20.9,7.86,15.95,0,0,2018,most_wickets
5,Trent Boult,14,14,52.4,466.0,18.0,2/20,25.88,8.84,17.55,0,0,2018,most_wickets
6,Hardik Pandya,13,13,42.4,381.0,18.0,3/24,21.16,8.92,14.22,0,0,2018,most_wickets
7,Jasprit Bumrah,14,14,54.0,372.0,17.0,3/15,21.88,6.88,19.05,0,0,2018,most_wickets
8,Sunil Narine,16,16,61.0,467.0,17.0,3/18,27.47,7.65,21.52,0,0,2018,most_wickets
9,Kuldeep Yadav,16,16,51.2,418.0,17.0,4/20,24.58,8.14,18.11,1,0,2018,most_wickets
10,Shardul Thakur,13,13,46.4,431.0,16.0,2/18,26.93,9.23,17.5,0,0,2018,most_wickets
11,Mayank Markande,14,14,44.0,368.0,15.0,4/23,24.53,8.36,17.6,1,0,2018,most_wickets
12,Jofra Archer,10,10,38.5,325.0,15.0,3/22,21.66,8.36,15.53,0,0,2018,most_wickets
13,Mujeeb Ur Rahman,11,11,41.2,289.0,14.0,3/27,20.64,6.99,17.71,0,0,2018,most_wickets
14,Shakib Al Hasan,17,17,57.0,456.0,14.0,2/18,32.57,8.0,24.42,0,0,2018,most_wickets
15,Mitchell McClenaghan,11,11,40.0,332.0,14.0,2/22,23.71,8.3,17.14,0,0,2018,most_wickets
16,Piyush Chawla,15,15,49.0,412.0,14.0,3/48,29.42,8.4,21.0,0,0,2018,most_wickets
17,Dwayne Bravo,16,16,53.3,533.0,14.0,2/16,38.07,9.96,22.92,0,0,2018,most_wickets
18,Andre Russell,16,15,37.5,355.0,13.0,3/31,27.3,9.38,17.46,0,0,2018,most_wickets
19,Krunal Pandya,14,13,40.1,284.0,12.0,3/28,23.66,7.07,20.08,0,0,2018,most_wickets
20,Amit Mishra,10,10,37.0,264.0,12.0,3/19,22.0,7.13,18.5,0,0,2018,most_wickets
21,Yuzvendra Chahal,14,14,50.0,363.0,12.0,2/22,30.25,7.26,25.0,0,0,2018,most_wickets
22,Sandeep Sharma,12,12,44.0,333.0,12.0,2/17,27.75,7.56,22.0,0,0,2018,most_wickets
23,Lungi Ngidi,7,7,26.0,156.0,11.0,4/10,14.18,6.0,14.18,1,0,2018,most_wickets
24,Ravindra Jadeja,16,14,41.0,303.0,11.0,3/18,27.54,7.39,22.36,0,0,2018,most_wickets
25,Shreyas Gopal,11,10,31.0,236.0,11.0,4/16,21.45,7.61,16.9,1,0,2018,most_wickets
26,Krishnappa Gowtham,15,15,40.0,312.0,11.0,2/12,28.36,7.8,21.81,0,0,2018,most_wickets
27,Ankit Rajpoot,8,8,26.1,223.0,11.0,5/14,20.27,8.52,14.27,0,1,2018,most_wickets
28,Mohammed Siraj,11,11,41.0,367.0,11.0,3/25,33.36,8.95,22.36,0,0,2018,most_wickets
29,Jaydev Unadkat,15,15,50.2,486.0,11.0,3/46,44.18,9.65,27.45,0,0,2018,most_wickets
30,Deepak Chahar,12,12,38.1,278.0,10.0,3/15,27.8,7.28,22.9,0,0,2018,most_wickets
31,Ravichandran Ashwin,14,14,50.4,410.0,10.0,2/18,41.0,8.09,30.4,0,0,2018,most_wickets
32,Prasidh Krishna,7,7,28.0,260.0,10.0,4/30,26.0,9.28,16.8,1,0,2018,most_wickets
33,Bhuvneshwar Kumar,12,12,46.1,354.0,9.0,3/26,39.33,7.66,30.77,0,0,2018,most_wickets
34,Ben Laughlin,7,7,21.0,211.0,9.0,2/15,23.44,10.04,14.0,0,0,2018,most_wickets
35,Ben Stokes,13,12,37.0,303.0,8.0,3/15,37.87,8.18,27.75,0,0,2018,most_wickets
36,Chris Woakes,5,5,18.2,190.0,8.0,3/36,23.75,10.36,13.75,0,0,2018,most_wickets
37,Mustafizur Rahman,7,7,27.3,230.0,7.0,3/24,32.85,8.36,23.57,0,0,2018,most_wickets
38,Harbhajan Singh,13,12,31.5,270.0,7.0,2/22,38.57,8.48,27.28,0,0,2018,most_wickets
39,Harshal Patel,5,5,17.3,167.0,7.0,3/28,23.85,9.54,15.0,0,0,2018,most_wickets
40,Mohit Sharma,9,9,29.4,322.0,7.0,2/33,46.0,10.85,25.42,0,0,2018,most_wickets
41,Rahul Tewatia,8,8,22.0,173.0,6.0,3/18,28.83,7.86,22.0,0,0,2018,most_wickets
42,Shane Watson,15,11,28.0,251.0,6.0,2/29,41.83,8.96,28.0,0,0,2018,most_wickets
43,Imran Tahir,6,6,20.4,188.0,6.0,2/34,31.33,9.09,20.66,0,0,2018,most_wickets
44,Tom Curran,5,5,10.1,118.0,6.0,2/19,19.66,11.6,10.16,0,0,2018,most_wickets
45,Ish Sodhi,6,6,23.0,135.0,5.0,1/14,27.0,5.86,27.6,0,0,2018,most_wickets
46,Sandeep Lamichhane,3,3,12.0,82.0,5.0,3/36,16.4,6.83,14.4,0,0,2018,most_wickets
47,Billy Stanlake,4,4,16.0,130.0,5.0,2/21,26.0,8.12,19.2,0,0,2018,most_wickets
48,Glenn Maxwell,12,10,16.0,132.0,5.0,2/22,26.4,8.25,19.2,0,0,2018,most_wickets
49,Tim Southee,8,8,29.0,261.0,5.0,3/30,52.2,9.0,34.8,0,0,2018,most_wickets
50,Carlos Brathwaite,4,4,10.1,94.0,5.0,2/15,18.8,9.24,12.2,0,0,2018,most_wickets
51,Shivam Mavi,9,9,28.0,270.0,5.0,1/14,54.0,9.64,33.6,0,0,2018,most_wickets
52,Basil Thampi,4,4,10.1,114.0,5.0,2/4,22.8,11.21,12.2,0,0,2018,most_wickets
53,Nitish Rana,15,5,6.1,44.0,4.0,2/11,11.0,7.13,9.25,0,0,2018,most_wickets
54,Dan Christian,4,4,11.5,101.0,4.0,2/35,25.25,8.53,17.75,0,0,2018,most_wickets
