player,opponent,opp_sr,opp_runs,opp_6s
Rahul Tripathi,LSG,146.66,88.0,2.0
Rahul Tripathi,MI,168.596,345.0,14.0
Rahul Tripathi,PBKS,133.23666666666665,177.0,5.0
Rahul Tripathi,RCB,157.94833333333335,308.0,11.0
Rahul Tripathi,RR,126.58000000000001,75.0,4.0
Rahul Tripathi,SRH,163.325,224.0,10.0
Rajagopal Sathish,SRH,138.88,25.0,2.0
Rajangad Bawa,KKR,84.61,11.0,0.0
Rajat Bhatia,CSK,233.33,21.0,2.0
Rajat Bhatia,PBKS,266.66,16.0,2.0
Rajat Patidar,CSK,140.0,42.0,2.0
Rajat Patidar,DC,140.9,31.0,2.0
Rajat Patidar,GT,162.5,104.0,4.0
Rajat Patidar,LSG,207.4,224.0,14.0
Rajat Patidar,PBKS,123.8,52.0,4.0
Rajat Patidar,RR,125.39333333333333,132.0,7.0
Rajat Patidar,SRH,126.31,96.0,4.0
Rajesh Bishnoi,PBKS,128.57,18.0,2.0
Ramandeep Singh,DC,216.66,13.0,0.0
Ramandeep Singh,SRH,233.33,28.0,2.0
Ramesh Powar,CSK,133.33,28.0,1.0
Rashid Khan,CSK,268.6466666666667,97.0,8.0
Rashid Khan,KKR,340.0,34.0,4.0
Rashid Khan,RCB,316.66,38.0,4.0
Rashid Khan,SRH,281.81,31.0,4.0
Rasikh Salam,DC,116.66,7.0,0.0
Rassie van der Dussen,DC,120.0,12.0,0.0
Rassie van der Dussen,LSG,100.0,4.0,0.0
Ravi Bopara,CSK,146.66,22.0,2.0
Ravi Bopara,DC,130.27333333333334,119.0,6.0
Ravi Bopara,DEC,118.75,38.0,0.0
Ravi Bopara,RCB,148.185,322.0,14.0
Ravichandran Ashwin,CSK,173.91,80.0,6.0
Ravichandran Ashwin,DC,131.57,100.0,4.0
Ravichandran Ashwin,GT,100.0,8.0,1.0
Ravichandran Ashwin,KKR,204.54,90.0,6.0
Ravichandran Ashwin,LSG,132.29,38.0,2.0
Ravichandran Ashwin,MI,233.33,42.0,2.0
Ravichandran Ashwin,RCB,188.88,17.0,0.0
Ravichandran Ashwin,RR,425.0,17.0,2.0
Ravindra Jadeja,CSK,204.38,43.0,3.0
Ravindra Jadeja,DC,204.078,129.0,10.0
Ravindra Jadeja,DEC,165.51,48.0,3.0
Ravindra Jadeja,GT,183.33,22.0,2.0
Ravindra Jadeja,KKR,208.37666666666667,175.0,12.0
Ravindra Jadeja,LSG,188.88,17.0,0.0
Ravindra Jadeja,MI,166.17333333333332,88.0,3.0
Ravindra Jadeja,PBKS,191.3,144.0,5.0
Ravindra Jadeja,PWI,160.29333333333332,135.0,7.0
Ravindra Jadeja,RCB,221.42,124.0,10.0
Ravindra Jadeja,RR,164.995,67.0,1.0
Ravindra Jadeja,SRH,148.09,146.0,6.0
Richard Levi,CSK,142.85,100.0,6.0
Rilee Rossouw,MI,171.42,24.0,2.0
Rinku Singh,DC,143.75,23.0,0.0
Rinku Singh,GT,125.0,70.0,2.0
Rinku Singh,LSG,266.66,80.0,8.0
Rinku Singh,MI,121.05,46.0,2.0
Rinku Singh,RR,182.6,84.0,2.0
Ripal Patel,CSK,200.0,6.0,1.0
Rishabh Pant,CSK,167.142,267.0,10.0
Rishabh Pant,GL,199.04000000000002,332.0,22.0
Rishabh Pant,GT,148.27,43.0,0.0
Rishabh Pant,KKR,186.98,265.0,14.0
Rishabh Pant,LSG,127.495,166.0,6.0
Rishabh Pant,MI,177.574,568.0,32.0
Rishabh Pant,PBKS,199.57000000000002,74.0,4.0
Rishabh Pant,RCB,167.249,557.0,34.0
Rishabh Pant,RPS,156.0533333333333,103.0,6.0
Rishabh Pant,RR,211.07555555555555,499.0,29.0
Rishabh Pant,SRH,176.48444444444442,502.0,32.0
Rishi Dhawan,LSG,95.45,42.0,2.0
Rishi Dhawan,RCB,233.33,7.0,1.0
Rishi Dhawan,RR,250.0,5.0,0.0
Riyan Parag,CSK,100.0,10.0,0.0
Riyan Parag,DC,180.0,9.0,1.0
Riyan Parag,GT,108.33333333333333,51.0,2.0
Riyan Parag,KKR,157.30800000000002,137.0,8.0
Riyan Parag,LSG,159.375,27.0,2.0
Riyan Parag,MI,136.635,48.0,1.0
Riyan Parag,PBKS,227.27,25.0,3.0
Riyan Parag,RCB,172.51,137.0,8.0
Riyan Parag,SRH,147.43,54.0,2.0
Rob Quiney,CSK,90.32,28.0,0.0
Rob Quiney,KKR,300.0,6.0,1.0
Rob Quiney,MI,127.5,102.0,4.0
Robin Uthappa,CSK,160.5411111111111,425.0,18.0
Robin Uthappa,DC,149.40571428571428,734.0,27.0
Robin Uthappa,DEC,170.0,34.0,3.0
Robin Uthappa,GL,150.0,144.0,4.0
Robin Uthappa,KKR,163.84285714285716,249.0,17.0
Robin Uthappa,KTK,238.46,31.0,2.0
Robin Uthappa,LSG,185.18,100.0,2.0
Robin Uthappa,MI,145.23076923076923,641.0,30.0
Robin Uthappa,PBKS,172.99384615384616,583.0,24.0
Robin Uthappa,RCB,158.54,778.0,39.0
Robin Uthappa,RPS,185.1,174.0,12.0
Robin Uthappa,RR,150.76125,359.0,14.0
Robin Uthappa,SRH,156.7490909090909,460.0,23.0
Roelof van der Merwe,DEC,140.075,55.0,4.0
Roelof van der Merwe,PBKS,184.21,70.0,6.0
Rohit Sharma,CSK,158.63,743.0,30.0
Rohit Sharma,DC,148.7836842105263,1018.0,58.0
Rohit Sharma,DEC,155.35,258.0,16.0
Rohit Sharma,GL,176.47,60.0,4.0
Rohit Sharma,GT,153.57,86.0,4.0
Rohit Sharma,KKR,149.60473684210527,1154.0,45.0
Rohit Sharma,LSG,112.43666666666667,84.0,2.0
Rohit Sharma,MI,160.71,45.0,2.0
Rohit Sharma,PBKS,167.44,984.0,51.0
Rohit Sharma,PWI,193.75,62.0,5.0
Rohit Sharma,RCB,161.993125,857.0,42.0
Rohit Sharma,RPS,145.185,286.0,12.0
Rohit Sharma,RR,159.274,445.0,21.0
Rohit Sharma,SRH,137.01142857142858,306.0,16.0
Romario Shepherd,LSG,100.0,8.0,1.0
Romario Shepherd,PBKS,173.33,52.0,4.0
Romario Shepherd,RR,133.33,24.0,2.0
Ross Taylor,CSK,156.32,94.0,7.0
Ross Taylor,DC,207.22000000000003,76.0,8.0
Ross Taylor,DEC,142.5,48.0,3.0
Ross Taylor,KKR,210.29999999999998,197.0,12.0
Ross Taylor,MI,202.97,38.0,4.0
Ross Taylor,PBKS,159.09,70.0,4.0
Ross Taylor,PWI,134.28,47.0,2.0
Ross Taylor,RCB,211.53,110.0,4.0
Ross Taylor,RR,220.0,88.0,6.0
Rovman Powell,GT,166.66,40.0,2.0
Rovman Powell,KKR,181.94333333333336,74.0,7.0
Rovman Powell,LSG,166.66,70.0,4.0
Rovman Powell,MI,126.47,86.0,8.0
Rovman Powell,RR,240.0,36.0,5.0
Rovman Powell,SRH,191.42,134.0,12.0
Ruturaj Gaikwad,DC,132.12,222.0,6.0
Ruturaj Gaikwad,GT,130.12,252.0,12.0
Ruturaj Gaikwad,KKR,143.858,312.0,15.0
Ruturaj Gaikwad,MI,140.03333333333333,183.0,8.0
Ruturaj Gaikwad,PBKS,118.82,92.0,1.0
Ruturaj Gaikwad,RCB,126.10857142857142,274.0,10.0
Ruturaj Gaikwad,RR,168.33,202.0,10.0
Ruturaj Gaikwad,SRH,151.85999999999999,334.0,14.0
Ryan McLaren,PWI,118.6,51.0,1.0
Ryan ten Doeschate,CSK,135.71,38.0,2.0
Ryan ten Doeschate,MI,142.85,140.0,6.0
Ryan ten Doeschate,PBKS,170.0,17.0,2.0
Sachin Baby,MI,192.3,25.0,2.0
Sachin Tendulkar,CSK,132.454,298.0,2.0
Sachin Tendulkar,DC,141.31666666666666,163.0,2.0
Sachin Tendulkar,DEC,133.64000000000001,162.0,4.0
Sachin Tendulkar,KKR,139.69,397.0,12.0
Sachin Tendulkar,KTK,151.51,200.0,6.0
Sachin Tendulkar,PBKS,141.335,106.0,1.0
Sachin Tendulkar,PWI,125.86,68.0,1.0
Sachin Tendulkar,RCB,144.1925,143.0,0.0
Sachin Tendulkar,RR,137.1825,276.0,5.0
Sai Sudharsan,MI,127.27,28.0,2.0
Sai Sudharsan,PBKS,123.33,200.0,4.0
Sai Sudharsan,RCB,142.85,20.0,0.0
Sai Sudharsan,SRH,122.22,11.0,0.0
Salman Butt,CSK,135.18,73.0,1.0
Salman Butt,DC,109.09,48.0,0.0
Salman Butt,PBKS,126.31,24.0,0.0
Salman Butt,RR,120.0,24.0,0.0
Sam Billings,CSK,113.63,50.0,2.0
Sam Billings,DC,166.66,30.0,2.0
Sam Billings,GT,100.0,4.0,0.0
Sam Billings,KKR,201.14499999999998,110.0,7.0
Sam Billings,LSG,150.0,72.0,6.0
Sam Billings,MI,141.66,17.0,2.0
Sam Billings,PBKS,115.39333333333333,103.0,2.0
Sam Billings,RCB,93.33,14.0,1.0
Sam Billings,RPS,150.58499999999998,48.0,2.0
Sam Billings,SRH,117.24,68.0,2.0
Sam Curran,DC,226.66,68.0,4.0
Sam Curran,KKR,229.16,110.0,4.0
Sam Curran,MI,300.0,18.0,2.0
Sam Curran,RR,283.33,17.0,2.0
Sam Curran,SRH,223.805,46.0,4.0
Sanath Jayasuriya,CSK,189.95833333333334,334.0,26.0
Sanath Jayasuriya,DC,181.93999999999997,174.0,11.0
Sanath Jayasuriya,DEC,240.0,72.0,4.0
Sanath Jayasuriya,KKR,242.4,148.0,10.0
Sanath Jayasuriya,PBKS,166.66,20.0,2.0
Sanath Jayasuriya,RCB,140.292,218.0,10.0
Sanjay Bangar,RCB,242.85,17.0,2.0
Sanju Samson,CSK,143.9625,143.0,11.0
Sanju Samson,DC,176.19,270.0,14.0
Sanju Samson,GL,196.77,61.0,7.0
Sanju Samson,GT,147.1975,119.0,7.0
Sanju Samson,KKR,149.99444444444444,405.0,16.0
Sanju Samson,LSG,120.83000000000001,45.0,0.0
Sanju Samson,MI,166.0323076923077,647.0,31.0
Sanju Samson,PBKS,179.35399999999998,675.0,40.0
Sanju Samson,RCB,144.8111111111111,354.0,28.0
Sanju Samson,RPS,161.9,204.0,10.0
Sanju Samson,SRH,163.69333333333333,726.0,34.0
Sarfaraz Khan,CSK,147.61,31.0,0.0
Sarfaraz Khan,DC,134.48,39.0,0.0
Sarfaraz Khan,LSG,128.57,36.0,0.0
Sarfaraz Khan,MI,149.2,38.0,3.0
Sarfaraz Khan,PBKS,164.1,76.0,2.0
Sarfaraz Khan,RR,186.45,91.0,2.0
Sarfaraz Khan,SRH,350.0,70.0,4.0
Saurabh Tiwary,CSK,124.25999999999999,92.0,3.0
Saurabh Tiwary,DC,155.14333333333335,160.0,8.0
Saurabh Tiwary,DEC,125.71,44.0,3.0
Saurabh Tiwary,KKR,122.625,98.0,1.0
Saurabh Tiwary,MI,128.95499999999998,78.0,4.0
Saurabh Tiwary,PBKS,134.78,31.0,2.0
Saurabh Tiwary,PWI,136.035,88.0,4.0
Saurabh Tiwary,RCB,150.53500000000003,104.0,4.0
Saurabh Tiwary,RR,164.3,168.0,7.0
Scott Styris,RCB,175.0,14.0,1.0
Sean Abbott,DC,140.0,7.0,1.0
Shahbaz Ahmed,CSK,151.85,41.0,0.0
Shahbaz Ahmed,DC,152.38,64.0,2.0
Shahbaz Ahmed,KKR,135.0,27.0,3.0
Shahbaz Ahmed,LSG,118.18,26.0,0.0
Shahbaz Ahmed,RR,141.82,131.0,9.0
Shahbaz Ahmed,SRH,58.33,7.0,0.0
Shahid Afridi,CSK,333.33,20.0,2.0
Shahid Afridi,DC,235.71,33.0,2.0
Shahrukh Khan,CSK,130.55,94.0,4.0
Shahrukh Khan,GT,187.5,15.0,2.0
Shahrukh Khan,KKR,244.44,22.0,2.0
Shahrukh Khan,MI,250.0,15.0,2.0
Shahrukh Khan,RCB,120.0,48.0,4.0
Shahrukh Khan,SRH,139.022,112.0,8.0
Shakib Al Hasan,CSK,219.04,92.0,4.0
Shakib Al Hasan,GL,134.69,66.0,4.0
Shakib Al Hasan,MI,162.5,26.0,0.0
Shakib Al Hasan,PBKS,200.0,24.0,2.0
Shakib Al Hasan,PWI,140.0,42.0,2.0
Shakib Al Hasan,RCB,141.71666666666667,155.0,6.0
Shane Warne,CSK,190.9,21.0,1.0
Shane Warne,DC,200.0,6.0,1.0
Shane Warne,DEC,183.98,43.0,4.0
Shane Watson,CSK,179.825,691.0,46.0
Shane Watson,DC,170.42923076923077,652.0,45.0
Shane Watson,DEC,161.11,58.0,3.0
Shane Watson,KKR,163.54500000000002,500.0,22.0
Shane Watson,KTK,138.17000000000002,69.0,5.0
Shane Watson,MI,150.37857142857143,420.0,24.0
Shane Watson,PBKS,163.94166666666666,636.0,30.0
Shane Watson,PWI,181.78,296.0,16.0
Shane Watson,RCB,139.452,228.0,7.0
Shane Watson,RPS,276.92,72.0,4.0
Shane Watson,RR,176.35333333333332,245.0,16.0
Shane Watson,SRH,179.66363636363636,821.0,48.0
Shardul Thakur,CSK,126.31,48.0,2.0
Shardul Thakur,KKR,263.63,58.0,6.0
Shardul Thakur,MI,200.0,22.0,0.0
Shardul Thakur,RCB,188.88,17.0,2.0
Shardul Thakur,RR,142.85,10.0,1.0
Shashank Singh,CSK,107.14,15.0,0.0
Shashank Singh,DC,166.66,10.0,0.0
Shashank Singh,GT,416.66,50.0,6.0
Shashank Singh,KKR,91.66,11.0,0.0
Shashank Singh,RCB,88.88,8.0,1.0
Shaun Marsh,CSK,148.85,412.0,19.0
Shaun Marsh,DC,168.774,327.0,18.0
Shaun Marsh,DEC,132.95499999999998,144.0,4.0
Shaun Marsh,GL,134.88,58.0,0.0
Shaun Marsh,KKR,130.20333333333335,136.0,4.0
Shaun Marsh,KTK,140.0,84.0,4.0
Shaun Marsh,MI,145.21454545454546,603.0,19.0
Shaun Marsh,PWI,118.51,64.0,1.0
Shaun Marsh,RCB,153.155,306.0,14.0
Shaun Marsh,RR,147.722,730.0,32.0
Shaun Marsh,SRH,168.0,168.0,4.0
Shaun Pollock,DC,220.0,33.0,3.0
Shaun Pollock,RCB,233.33,28.0,2.0
Sheldon Jackson,SRH,100.0,7.0,1.0
Sherfane Rutherford,KKR,70.0,56.0,2.0
Sherfane Rutherford,RCB,215.38,28.0,3.0
Shikhar Dhawan,CSK,145.82000000000002,1169.0,31.0
Shikhar Dhawan,DC,153.37454545454545,584.0,22.0
Shikhar Dhawan,DEC,130.76,68.0,0.0
Shikhar Dhawan,GL,136.79666666666665,118.0,0.0
Shikhar Dhawan,GT,116.87333333333333,159.0,2.0
Shikhar Dhawan,KKR,134.30285714285714,606.0,19.0
Shikhar Dhawan,MI,138.64533333333333,825.0,23.0
Shikhar Dhawan,PBKS,151.28266666666667,1068.0,26.0
Shikhar Dhawan,PWI,141.17,24.0,2.0
Shikhar Dhawan,RCB,138.58666666666667,545.0,16.0
Shikhar Dhawan,RPS,103.44,30.0,0.0
Shikhar Dhawan,RR,152.5990909090909,557.0,13.0
Shikhar Dhawan,SRH,123.66166666666668,284.0,9.0
Shimron Hetmyer,CSK,85.71,6.0,0.0
Shimron Hetmyer,GT,144.27333333333334,69.0,2.0
Shimron Hetmyer,KKR,197.076,123.0,10.0
Shimron Hetmyer,LSG,163.88,118.0,12.0
Shimron Hetmyer,MI,250.0,70.0,6.0
Shimron Hetmyer,PBKS,262.5,78.0,6.0
Shimron Hetmyer,RCB,153.6925,166.0,10.0
Shimron Hetmyer,RR,181.25,73.0,5.0
Shimron Hetmyer,SRH,196.22333333333333,277.0,21.0
Shivam Dube,CSK,152.38,128.0,8.0
Shivam Dube,DC,162.28,88.0,6.0
Shivam Dube,GT,111.76,19.0,0.0
Shivam Dube,LSG,163.33,98.0,4.0
Shivam Dube,MI,157.98666666666668,50.0,4.0
Shivam Dube,PBKS,164.76,122.0,6.0
Shivam Dube,RCB,175.135,282.0,20.0
Shivam Mavi,CSK,153.84,20.0,2.0
Shreevats Goswami,DC,123.8,52.0,1.0
Shreevats Goswami,KKR,114.04,78.0,1.0
Shreyas Gopal,DC,128.57,9.0,0.0
Shreyas Gopal,KKR,200.0,18.0,0.0
Shreyas Iyer,CSK,124.055,90.0,1.0
Shreyas Iyer,DC,146.92333333333332,150.0,4.0
Shreyas Iyer,GL,170.61333333333332,206.0,6.0
Shreyas Iyer,GT,80.0,24.0,2.0
Shreyas Iyer,KKR,185.08166666666668,389.0,23.0
Shreyas Iyer,LSG,137.16,106.0,6.0
Shreyas Iyer,MI,132.55833333333334,289.0,12.0
Shreyas Iyer,PBKS,133.92714285714285,316.0,11.0
Shreyas Iyer,RCB,148.004,236.0,11.0
Shreyas Iyer,RR,138.36111111111111,408.0,20.0
Shreyas Iyer,SRH,142.24857142857144,281.0,11.0
Shubman Gill,CSK,138.816,209.0,4.0
Shubman Gill,DC,174.63,298.0,12.0
Shubman Gill,KKR,140.0,7.0,0.0
Shubman Gill,LSG,128.57,63.0,0.0
Shubman Gill,MI,152.828,289.0,13.0
Shubman Gill,PBKS,142.66666666666666,380.0,8.0
Shubman Gill,RCB,151.406,160.0,5.0
Shubman Gill,RR,130.91555555555556,368.0,9.0
Shubman Gill,SRH,109.00571428571428,232.0,6.0
Siddharth Chitnis,DC,118.75,38.0,1.0
Simon Katich,CSK,200.0,100.0,8.0
Simon Katich,DC,181.41,115.0,3.0
Simon Katich,KKR,121.42,34.0,1.0
Simran Singh,SRH,127.27,14.0,0.0
Sourav Ganguly,DC,112.21333333333332,141.0,4.0
Sourav Ganguly,DEC,151.54000000000002,403.0,21.0
Sourav Ganguly,MI,109.455,149.0,5.0
Sourav Ganguly,PBKS,141.41,258.0,14.0
Sourav Ganguly,RCB,103.12,33.0,2.0
Sourav Ganguly,RR,144.6966666666667,344.0,12.0
Srikar Bharat,CSK,160.0,8.0,0.0
Srikkanth Anirudha,KKR,116.36,128.0,4.0
Srikkanth Anirudha,RR,300.0,18.0,2.0
Stephen Fleming,DC,157.14,44.0,0.0
Stephen Fleming,KKR,160.0,32.0,0.0
Stephen Fleming,RCB,115.38,45.0,2.0
Steve Smith,CSK,187.47,265.0,17.0
Steve Smith,DC,226.43666666666664,118.0,4.0
Steve Smith,DEC,187.035,73.0,5.0
Steve Smith,GL,175.87666666666667,245.0,11.0
Steve Smith,KKR,125.41666666666667,163.0,2.0
Steve Smith,MI,155.45000000000002,429.0,14.0
Steve Smith,PBKS,171.90142857142857,254.0,7.0
Steve Smith,RCB,177.668,239.0,10.0
Steve Smith,RR,119.35,37.0,0.0
Steve Smith,SRH,149.08499999999998,209.0,6.0
Stuart Binny,CSK,153.83499999999998,63.0,5.0
Stuart Binny,DC,200.0,40.0,3.0
Stuart Binny,KKR,400.0,16.0,2.0
Stuart Binny,MI,176.47,30.0,2.0
Stuart Binny,PBKS,300.0,33.0,3.0
Stuart Binny,PWI,246.15,32.0,2.0
Stuart Binny,RCB,165.0,33.0,1.0
Stuart Binny,SRH,150.0,48.0,1.0
Subramaniam Badrinath,DC,130.86666666666667,145.0,5.0
Subramaniam Badrinath,KKR,131.7,54.0,2.0
Subramaniam Badrinath,MI,142.30142857142857,380.0,9.0
Subramaniam Badrinath,PBKS,151.00833333333333,331.0,12.0
Subramaniam Badrinath,PWI,135.03666666666666,183.0,4.0
Subramaniam Badrinath,RCB,144.3,65.0,1.0
Subramaniam Badrinath,RR,125.65,88.0,1.0
Sumit Narwal,DC,153.33,23.0,0.0
Sunil Narine,CSK,209.165,89.0,8.0
Sunil Narine,DC,219.776,179.0,13.0
Sunil Narine,GL,247.05,42.0,1.0
Sunil Narine,GT,100.0,5.0,0.0
Sunil Narine,LSG,222.22000000000003,65.0,5.0
Sunil Narine,PBKS,212.40333333333334,266.0,17.0
Sunil Narine,RCB,229.36374999999998,292.0,24.0
Sunil Narine,RR,204.0,150.0,9.0
Sunil Narine,SRH,278.5,115.0,8.0
Sunny Sohal,CSK,186.66,112.0,8.0
Sunny Sohal,DC,151.21,62.0,1.0
Sunny Sohal,DEC,176.47,60.0,2.0
Sunny Sohal,KKR,147.05,25.0,3.0
Sunny Sohal,MI,186.95,86.0,6.0
Sunny Sohal,PWI,121.42,34.0,2.0
Sunny Sohal,RCB,102.7,38.0,1.0
Suresh Raina,DC,153.98416666666665,580.0,24.0
Suresh Raina,DEC,142.16,451.0,18.0
Suresh Raina,KKR,160.75538461538463,820.0,34.0
Suresh Raina,KTK,135.575,69.0,3.0
Suresh Raina,MI,164.328125,956.0,46.0
Suresh Raina,PBKS,191.6075,836.0,49.0
Suresh Raina,PWI,131.0,97.0,3.0
Suresh Raina,RCB,161.23545454545453,502.0,33.0
Suresh Raina,RPS,159.09,35.0,1.0
Suresh Raina,RR,160.71272727272728,595.0,21.0
Suresh Raina,SRH,166.785,430.0,14.0
Suryakumar Yadav,CSK,141.85333333333332,281.0,5.0
Suryakumar Yadav,DC,150.474,214.0,6.0
Suryakumar Yadav,GT,118.18,13.0,1.0
Suryakumar Yadav,KKR,155.80599999999998,476.0,18.0
Suryakumar Yadav,LSG,118.515,44.0,0.0
Suryakumar Yadav,MI,230.0,46.0,5.0
Suryakumar Yadav,PBKS,161.34666666666666,250.0,18.0
Suryakumar Yadav,RCB,171.3516666666667,363.0,20.0
Suryakumar Yadav,RPS,144.12666666666667,150.0,6.0
Suryakumar Yadav,RR,147.56,482.0,15.0
Suryakumar Yadav,SRH,171.0325,227.0,6.0
Suyash S Prabhudessai,CSK,188.88,68.0,2.0
Suyash S Prabhudessai,DC,120.0,6.0,0.0
Suyash S Prabhudessai,LSG,111.11,10.0,1.0
Suyash S Prabhudessai,SRH,75.0,15.0,0.0
Swapnil Asnodkar,CSK,130.872,168.0,5.0
Swapnil Asnodkar,DC,185.71,39.0,1.0
Swapnil Asnodkar,DEC,112.82,44.0,1.0
Swapnil Asnodkar,KKR,176.47,60.0,1.0
Swapnil Asnodkar,RCB,113.63,50.0,1.0
Thisara Perera,CSK,176.92,23.0,2.0
Thisara Perera,DC,280.0,14.0,2.0
Thisara Perera,PBKS,188.755,55.0,5.0
Thisara Perera,RCB,214.09499999999997,74.0,7.0
Tilak Varma,CSK,114.48333333333333,136.0,4.0
Tilak Varma,DC,131.23333333333332,64.0,2.0
Tilak Varma,GT,131.25,21.0,0.0
Tilak Varma,KKR,133.82666666666668,82.0,4.0
Tilak Varma,LSG,127.16000000000001,102.0,4.0
Tilak Varma,PBKS,180.0,72.0,4.0
Tilak Varma,RR,150.75,192.0,14.0
Tilak Varma,SRH,88.88,8.0,0.0
Tillakaratne Dilshan,DEC,131.48,142.0,4.0
Tillakaratne Dilshan,KKR,127.07499999999999,63.0,0.0
Tillakaratne Dilshan,KTK,167.74,52.0,1.0
Tillakaratne Dilshan,MI,113.46,59.0,2.0
Tillakaratne Dilshan,PBKS,177.77,16.0,0.0
Tillakaratne Dilshan,PWI,106.055,86.0,1.0
Tillakaratne Dilshan,RR,138.2475,172.0,2.0
Tim David,CSK,228.57,16.0,2.0
Tim David,DC,256.06,80.0,9.0
Tim David,GT,209.52,88.0,8.0
Tim David,KKR,144.44,13.0,0.0
Tim David,RR,222.22,40.0,2.0
Tim David,SRH,255.55,92.0,8.0
Tim Seifert,MI,150.0,21.0,0.0
Tim Southee,GL,227.27,25.0,2.0
Tirumalasetti Suman,CSK,125.0,110.0,4.0
Tirumalasetti Suman,KKR,129.16,31.0,1.0
Tirumalasetti Suman,MI,153.585,43.0,2.0
Tirumalasetti Suman,PBKS,148.76,70.0,5.0
Tirumalasetti Suman,PWI,225.0,36.0,3.0
Tirumalasetti Suman,RCB,136.84,156.0,6.0
Tirumalasetti Suman,RR,152.63,29.0,1.0
Tom Curran,KKR,150.0,54.0,3.0
Travis Birt,KTK,180.0,27.0,0.0
Travis Head,KKR,159.57,75.0,5.0
Travis Head,MI,154.16,37.0,2.0
Trent Boult,GT,157.14,11.0,1.0
Trent Boult,LSG,188.88,17.0,0.0
Umar Gul,PBKS,218.18,24.0,3.0
Umesh Yadav,GT,100.0,30.0,2.0
Umesh Yadav,RCB,150.0,36.0,2.0
Umesh Yadav,RR,228.28,66.0,5.0
Unmukt Chand,RCB,156.75,116.0,4.0
Usman Khawaja,DC,146.15,19.0,0.0
VVS Laxman,MI,142.3,37.0,1.0
VVS Laxman,PBKS,141.17,48.0,0.0
VVS Laxman,RCB,121.155,88.0,2.0
Varun Chakaravarthy,RCB,62.5,10.0,0.0
Venkatesh Iyer,CSK,137.5,116.0,6.0
Venkatesh Iyer,DC,179.57,146.0,10.0
Venkatesh Iyer,GT,100.0,17.0,0.0
Venkatesh Iyer,MI,159.25666666666666,292.0,16.0
Venkatesh Iyer,PBKS,136.73,67.0,1.0
Venkatesh Iyer,RCB,111.63499999999999,51.0,1.0
Venkatesh Iyer,SRH,81.405,13.0,0.0
Venugopal Rao,CSK,150.0,30.0,2.0
Venugopal Rao,DC,188.88,34.0,2.0
Venugopal Rao,KKR,169.04,142.0,12.0
Venugopal Rao,KTK,111.11,40.0,0.0
Venugopal Rao,MI,154.9,142.0,7.0
Venugopal Rao,PBKS,128.0,32.0,2.0
Venugopal Rao,PWI,155.0,31.0,3.0
Venugopal Rao,RCB,183.32999999999998,62.0,3.0
Venugopal Rao,RR,150.0,120.0,8.0
Vidyut Sivaramakrishnan,DC,159.925,94.0,2.0
Vijay Shankar,CSK,174.19,54.0,5.0
Vijay Shankar,DC,146.135,38.0,2.0
Vijay Shankar,GL,143.18,63.0,0.0
Vijay Shankar,KKR,166.66,40.0,2.0
Vijay Shankar,RCB,150.0,27.0,3.0
Vijay Shankar,RR,167.645,87.0,3.0
Vinay Kumar,RR,366.66,22.0,3.0
Virat Kohli,CSK,137.9105882352941,915.0,42.0
Virat Kohli,DC,147.7425,992.0,33.0
Virat Kohli,DEC,158.31857142857143,365.0,18.0
Virat Kohli,GL,170.7725,382.0,18.0
Virat Kohli,GT,122.305,262.0,6.0
Virat Kohli,KKR,154.9876923076923,805.0,29.0
Virat Kohli,LSG,104.16,25.0,0.0
Virat Kohli,MI,140.36625,804.0,31.0
Virat Kohli,PBKS,154.67384615384614,701.0,31.0
Virat Kohli,PWI,159.52,134.0,8.0
Virat Kohli,RPS,156.59,376.0,18.0
Virat Kohli,RR,157.23749999999998,573.0,23.0
Virat Kohli,SRH,158.76,740.0,31.0
Virender Sehwag,CSK,181.5611111111111,616.0,32.0
Virender Sehwag,DEC,220.88,426.0,24.0
Virender Sehwag,KKR,152.95499999999998,234.0,8.0
Virender Sehwag,KTK,170.21,160.0,10.0
Virender Sehwag,MI,176.77125,455.0,18.0
Virender Sehwag,PBKS,193.1275,235.0,13.0
Virender Sehwag,PWI,175.92000000000002,325.0,14.0
Virender Sehwag,RCB,165.60166666666666,197.0,5.0
Virender Sehwag,RR,191.264,349.0,15.0
Virender Sehwag,SRH,136.36,30.0,3.0
Wanindu Hasaranga,CSK,233.33,7.0,1.0
Wanindu Hasaranga,KKR,133.33,4.0,0.0
Wanindu Hasaranga,RR,138.46,18.0,0.0
Wanindu Hasaranga,SRH,42.1,8.0,0.0
Washington Sundar,LSG,128.57,18.0,0.0
Washington Sundar,PBKS,131.57,50.0,2.0
Washington Sundar,RR,251.87666666666667,115.0,7.0
Wasim Jaffer,CSK,151.51,100.0,4.0
Wasim Jaffer,DEC,118.91,44.0,0.0
Wriddhiman Saha,CSK,153.072,208.0,4.0
Wriddhiman Saha,DC,170.8775,265.0,7.0
Wriddhiman Saha,DEC,233.33,7.0,1.0
Wriddhiman Saha,GL,173.68,33.0,0.0
Wriddhiman Saha,KKR,152.597,475.0,26.0
Wriddhiman Saha,KTK,139.39,46.0,3.0
Wriddhiman Saha,LSG,45.45,5.0,0.0
Wriddhiman Saha,MI,144.42,553.0,18.0
Wriddhiman Saha,PBKS,143.8033333333333,101.0,6.0
